Year,App.,Taxon,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Purpose,Source,is_live,import_qty_log,export_qty_log
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Singapore,Philippines,5.0,5.0,SKINS,3,1,0,1.791759469228055,1.791759469228055
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Singapore,Thailand,7.0,7.0,SKINS,3,1,0,2.079441541679836,2.079441541679836
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Singapore,Unknown,5520.0,5520.0,OIL,3,1,0,8.616314282284044,8.616314282284044
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Singapore,Unknown,0.0,48.0,SKIN PIECES,3,1,0,0.0,3.8918202981106265
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Thailand,Unknown,24.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,3.218875824868201,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Thailand,Unknown,3.0,0.0,SKINS,2,1,0,1.3862943611198906,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Thailand,Unknown,100.0,0.0,SKINS,3,1,0,4.61512051684126,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Thailand,Unknown,312.0,0.0,SKIN PIECES,3,1,0,5.746203190540153,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Thailand,Unknown,1.0,0.0,TROPHIES,3,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Indonesia,France,Malaysia,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Indonesia,France,Thailand,0.0,5.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.791759469228055
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Indonesia,Italy,Zimbabwe,0.0,1.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Italy,Switzerland,Philippines,1.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Italy,Switzerland,Thailand,1.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Italy,China,Philippines,12.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,2.5649493574615367,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Italy,China,Thailand,1.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Italy,Malaysia,Unknown,0.0,13.0,SKINS,3,1,0,0.0,2.639057329615259
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Italy,Malaysia,Unknown,0.0,1.0,SKULLS,2,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Italy,Singapore,Malaysia,8.0,10.0,SKINS,3,1,0,2.19722457733622,2.3978952727983707
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Italy,Singapore,Philippines,154.0,122.0,SKINS,3,1,0,5.043425116919247,4.812184355372417
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Italy,Thailand,Unknown,85.0,0.0,SKINS,3,1,0,4.454347296253507,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Japan,Bangladesh,Unknown,600.0,0.0,SKINS,3,1,0,6.398594934535208,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Japan,Switzerland,Philippines,12.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,2.5649493574615367,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Japan,France,Malaysia,21.0,21.0,LEATHER PRODUCTS (SMALL),3,1,0,3.091042453358316,3.091042453358316
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Japan,France,Thailand,1.0,1.0,GARMENTS,3,1,0,0.6931471805599453,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Japan,France,Thailand,1.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Japan,France,Thailand,57.0,60.0,LEATHER PRODUCTS (SMALL),3,1,0,4.060443010546419,4.110873864173311
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Japan,United Kingdom,Malaysia,3.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.3862943611198906,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Japan,Italy,Philippines,5.0,11.0,LEATHER PRODUCTS (SMALL),3,1,0,1.791759469228055,2.4849066497880004
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Japan,Singapore,Malaysia,57.0,94.0,SKINS,3,1,0,4.060443010546419,4.553876891600541
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,North Korea,China,Unknown,0.0,1.0,BODIES,1,2,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,Spain,Malaysia,0.0,5.0,SKINS,3,1,0,0.0,1.791759469228055
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,Spain,Singapore,0.0,4.0,SKINS,3,1,0,0.0,1.6094379124341005
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,Spain,Thailand,0.0,52.0,SKINS,3,1,0,0.0,3.970291913552122
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,France,Malaysia,0.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.6094379124341005
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,France,Malaysia,0.0,3.0,SKINS,3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,France,Philippines,0.0,7.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.079441541679836
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,France,Singapore,0.0,37.0,SKINS,3,1,0,0.0,3.6375861597263857
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,France,Thailand,0.0,148.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,5.003946305945459
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,France,Thailand,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,France,Thailand,0.0,15.0,SKINS,3,1,0,0.0,2.772588722239781
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,Hong Kong,Philippines,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,Italy,Australia,0.0,16.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.833213344056216
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,Italy,Philippines,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,Italy,Thailand,0.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.6094379124341005
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,Philippines,Unknown,0.0,20.0,OIL,3,1,0,0.0,3.044522437723423
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Korea,Singapore,Philippines,0.0,16.0,SKINS,3,1,0,0.0,2.833213344056216
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Kuwait,France,Thailand,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Kuwait,Italy,Thailand,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Kazakhstan,France,Philippines,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Kazakhstan,France,Thailand,0.0,1.0,GARMENTS,3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Lebanon,France,Philippines,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Lebanon,France,Thailand,0.0,2.0,GARMENTS,3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Lebanon,France,Thailand,0.0,16.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.833213344056216
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Lebanon,Italy,Singapore,0.0,2.0,SKINS,3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Monaco,France,Unknown,11.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,2.4849066497880004,1.6094379124341005
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Monaco,France,Unknown,1.0,0.0,LEATHER PRODUCTS (SMALL),3,2,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Monaco,Italy,Philippines,3.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,1.3862943611198906,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Macao,France,Philippines,30.0,22.0,LEATHER PRODUCTS (SMALL),3,1,0,3.4339872044851463,3.1354942159291497
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Macao,France,Thailand,177.0,106.0,LEATHER PRODUCTS (SMALL),3,1,0,5.181783550292085,4.672828834461906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Macao,Italy,Philippines,2.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Macao,Italy,Singapore,4.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.6094379124341005,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Malaysia,France,Italy,2.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Malaysia,France,Malaysia,9.0,6.0,LEATHER PRODUCTS (SMALL),3,1,0,2.302585092994046,1.9459101490553128
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Malaysia,France,Thailand,9.0,12.0,LEATHER PRODUCTS (SMALL),3,1,0,2.302585092994046,2.5649493574615367
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Malaysia,Singapore,Malaysia,321.0,91.0,SKINS,3,1,0,5.7745515455444085,4.5217885770490405
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Malaysia,Singapore,Malaysia,0.0,230.0,SKIN PIECES,3,1,0,0.0,5.442417710521793
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Malaysia,Singapore,Philippines,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Philippines,Singapore,Philippines,103.0,103.0,LEATHER PRODUCTS (SMALL),3,1,0,4.6443908991413725,4.6443908991413725
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Qatar,France,Thailand,0.0,9.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.302585092994046
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Philippines,0.0,7.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.079441541679836
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Thailand,0.0,3.0,GARMENTS,3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Thailand,0.0,20.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.044522437723423
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Malaysia,0.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.6094379124341005
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Philippines,0.0,1.0,GARMENTS,3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Philippines,0.0,1.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Philippines,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Singapore,0.0,8.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.19722457733622
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,United Kingdom,Australia,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,Philippines,0.0,3.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,China,Philippines,0.0,5.0,SKINS,1,1,0,0.0,1.791759469228055
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,China,Philippines,5.0,0.0,SKINS,3,1,0,1.791759469228055,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,France,Malaysia,0.0,5.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.791759469228055
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,France,Malaysia,5.0,5.0,SKINS,3,1,0,1.791759469228055,1.791759469228055
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,France,Philippines,0.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.6094379124341005
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,France,Thailand,0.0,4.0,GARMENTS,3,1,0,0.0,1.6094379124341005
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,France,Thailand,0.0,5.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,1.791759469228055
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,France,Thailand,0.0,85.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,4.454347296253507
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,France,Thailand,73.0,73.0,SKINS,3,1,0,4.304065093204169,4.304065093204169
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,Hong Kong,Malaysia,22.0,22.0,SKINS,3,1,0,3.1354942159291497,3.1354942159291497
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,Hong Kong,Philippines,5.0,5.0,SKINS,3,1,0,1.791759469228055,1.791759469228055
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,Italy,Philippines,0.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.6094379124341005
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,Italy,Singapore,0.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.6094379124341005
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,Malaysia,Unknown,5.0,1205.0,MEAT,3,1,0,1.791759469228055,7.095064377287131
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,Malaysia,Unknown,5.0,5505.0,OIL,3,1,0,1.791759469228055,8.613593685702552
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,Malaysia,Unknown,220.0,0.0,OIL,3,1,0,5.3981627015177525,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,Malaysia,Unknown,3849.0,4869.0,SKINS,3,1,0,8.25582842728183,8.490849216076635
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,Malaysia,Unknown,130.0,0.0,SKIN PIECES,3,1,0,4.875197323201151,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,Philippines,Unknown,0.0,7141.0,SKINS,3,1,0,0.0,8.873748128154395
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,Philippines,Unknown,3474.0,0.0,SKINS,3,1,0,8.153349757998892,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Singapore,Philippines,Unknown,3678.0,0.0,SKIN PIECES,3,1,0,8.210396255104774,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Thailand,France,Malaysia,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Thailand,France,Malaysia,0.0,10.0,SKINS,3,1,0,0.0,2.3978952727983707
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Thailand,France,Thailand,0.0,37.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.6375861597263857
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Thailand,France,Thailand,0.0,42.0,SKINS,3,1,0,0.0,3.7612001156935615
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Thailand,Italy,Thailand,0.0,3.0,SKINS,3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Thailand,Malaysia,Unknown,0.0,1.0,BODIES,3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Thailand,Malaysia,Unknown,0.0,3100.0,LIVE,3,1,1,0.0,8.03947991910045
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Thailand,Malaysia,Unknown,0.0,500.0,MEAT,3,1,0,0.0,6.2166061010848646
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Thailand,Malaysia,Unknown,0.0,200.0,SKINS,3,1,0,0.0,5.303304908059076
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Thailand,Singapore,Malaysia,0.0,100.0,SKINS,3,1,0,0.0,4.61512051684126
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Thailand,Singapore,Philippines,0.0,2.0,SKINS,3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Turkmenistan,Italy,Philippines,0.0,12.0,GARMENTS,3,1,0,0.0,2.5649493574615367
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Turkey,France,Australia,2.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Turkey,France,Australia,1.0,0.0,SKINS,3,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Turkey,France,Malaysia,3.0,0.0,SKINS,3,1,0,1.3862943611198906,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Turkey,France,Philippines,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Turkey,France,Thailand,7.0,12.0,LEATHER PRODUCTS (SMALL),3,1,0,2.079441541679836,2.5649493574615367
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Turkey,France,Thailand,42.0,2.0,SKINS,3,1,0,3.7612001156935615,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Turkey,France,Zambia,13.0,0.0,SKINS,3,1,0,2.639057329615259,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Turkey,Italy,Philippines,1.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Turkey,Malaysia,Unknown,0.0,1.0,SKULLS,2,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Ukraine,France,Thailand,0.0,1.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Ukraine,Italy,Philippines,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Ukraine,Italy,Thailand,0.0,12.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.5649493574615367
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United States,United Kingdom,Unknown,3.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,1.3862943611198906,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United States,United Kingdom,Unknown,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United States,Thailand,Unknown,1.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Vietnam,France,Malaysia,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Vietnam,France,Thailand,0.0,10.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.3978952727983707
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Vietnam,Malaysia,Unknown,0.0,30.0,SKINS,3,1,0,0.0,3.4339872044851463
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Unknown,Italy,Malaysia,0.0,4.0,SKINS,3,1,0,0.0,1.6094379124341005
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Unknown,Italy,Philippines,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Unknown,Monaco,Philippines,0.0,10.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,2.3978952727983707
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Unknown,Monaco,Thailand,0.0,1.0,GARMENTS,2,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Unknown,Monaco,Thailand,0.0,6.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.9459101490553128
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Unknown,Monaco,Unknown,0.0,10.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,2.3978952727983707
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Unknown,Monaco,Unknown,0.0,1.0,LEATHER PRODUCTS (SMALL),2,2,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,South Africa,Italy,Philippines,0.0,12.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.5649493574615367
2016,2.0,Alligator Mississippiensis,Crocodylia,Alligatoridae,Alligator,Andorra,Austria,United States,0.0,17.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,2.8903717578961645
2016,2.0,Alligator Mississippiensis,Crocodylia,Alligatoridae,Alligator,Andorra,Germany,United States,0.0,39.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,3.688879454113936
2016,2.0,Alligator Mississippiensis,Crocodylia,Alligatoridae,Alligator,Andorra,Spain,United States,0.0,22.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.1354942159291497
2016,2.0,Alligator Mississippiensis,Crocodylia,Alligatoridae,Alligator,Andorra,Spain,United States,0.0,32.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.49650756146648
2016,2.0,Alligator Mississippiensis,Crocodylia,Alligatoridae,Alligator,Andorra,Spain,United States,0.0,298.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,5.700443573390686
2016,2.0,Alligator Mississippiensis,Crocodylia,Alligatoridae,Alligator,Andorra,France,United States,0.0,49.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,3.912023005428146
2016,2.0,Alligator Mississippiensis,Crocodylia,Alligatoridae,Alligator,Andorra,Netherlands,United States,0.0,11.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,2.4849066497880004
2016,2.0,Alligator Mississippiensis,Crocodylia,Alligatoridae,Alligator,United Arab Emirates,Austria,United States,0.0,4339.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,8.375629627094451
2016,2.0,Alligator Mississippiensis,Crocodylia,Alligatoridae,Alligator,United Arab Emirates,Belgium,United States,0.0,2.0,LEATHER PRODUCTS (SMALL),2,2,0,0.0,1.0986122886681096
